STATISTIC Label,Month,Consumer Item,UNIT,VALUE
National Average Price,2017 May,Stout - take home (50cl can),Euro,2.295
National Average Price,2017 May,Filtered cigarettes per 20 pk,Euro,11.343
National Average Price,2017 May,Stout - draught bar (1 pint),Euro,4.387
National Average Price,2017 May,Lager - draught bar (1 pint),Euro,4.775
National Average Price,2017 May,Lager - bar (33cl bottle),Euro,4.692
National Average Price,2017 May,Cider - draught bar (1 pint),Euro,4.849
National Average Price,2017 May,Ale - draught bar (1 pint),Euro,4.448
National Average Price,2017 May,Cider - bar (33cl bottle),Euro,4.861
National Average Price,2017 May,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.399
National Average Price,2017 May,Whiskey - bar (single) per ½ glass,Euro,4.21
National Average Price,2017 May,Brandy - bar (single) per ½ glass,Euro,4.688
National Average Price,2017 May,Vodka - bar (single) per ½ glass,Euro,4.253
National Average Price,2017 May,Wine - bar (187ml bottle),Euro,
National Average Price,2017 May,Diesel per litre,Euro,1.247
National Average Price,2017 May,Petrol - unleaded per litre,Euro,1.36
National Average Price,2017 May,Cinema fee,Euro,9.438
National Average Price,2017 May,Nightclubs fee,Euro,9.175
National Average Price,2017 May,Gent's dry cut fee,Euro,12.058
National Average Price,2017 May,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2017 May,"Ladies' wash, cut and blow dry fee",Euro,38.856
National Average Price,2017 June,"White, self raising flour per 2 kg",Euro,2.219
National Average Price,2017 June,"Brown, wholemeal flour per 2 kg",Euro,2.913
National Average Price,2017 June,"Bread, white sliced pan, large (800g)",Euro,1.259
National Average Price,2017 June,"Bread, brown sliced pan, large (800g)",Euro,1.359
National Average Price,2017 June,Spaghetti per 500g,Euro,1.086
National Average Price,2017 June,Sirloin steak per kg,Euro,15.293
National Average Price,2017 June,Striploin steak per kg,Euro,22.724
National Average Price,2017 June,Roast beef - topside or rib per kg,Euro,13.387
National Average Price,2017 June,Sliced / diced beef pieces per kg,Euro,10.625
National Average Price,2017 June,Pork loin chops per kg,Euro,7.756
National Average Price,2017 June,Pork steak per kg,Euro,8.913
National Average Price,2017 June,Lamb - whole leg / half leg per kg,Euro,11.911
National Average Price,2017 June,Lamb loin chops per kg,Euro,18.199
National Average Price,2017 June,Lamb gigot chops per kg,Euro,
National Average Price,2017 June,Uncooked chicken medium size 1.6kg,Euro,4.688
National Average Price,2017 June,Lamb's liver per kg,Euro,5.758
National Average Price,2017 June,Ham fillet per kg,Euro,5.792
National Average Price,2017 June,Cooked ham per kg,Euro,17.885
National Average Price,2017 June,Best back rashers per kg,Euro,9.954
National Average Price,2017 June,Pork sausages per kg,Euro,6.05
National Average Price,2017 June,Fresh fillet of whiting per kg,Euro,
National Average Price,2017 June,Fresh fillet of cod per kg,Euro,17.925
National Average Price,2017 June,Fresh salmon per kg,Euro,20.472
National Average Price,2017 June,Fresh fillet of plaice per kg,Euro,
National Average Price,2017 June,Fresh hake per kg,Euro,14.023
National Average Price,2017 June,Smoked salmon per kg,Euro,29.978
National Average Price,2017 June,Full fat milk per 2 litre,Euro,1.689
National Average Price,2017 June,Low fat milk per 1 litre,Euro,1.04
National Average Price,2017 June,Irish cheddar per kg,Euro,9.695
National Average Price,2017 June,Large eggs per half dozen,Euro,1.74
National Average Price,2017 June,Medium eggs per half dozen,Euro,1.439
National Average Price,2017 June,Butter per lb,Euro,2.856
National Average Price,2017 June,Grapes per kg,Euro,5.014
National Average Price,2017 June,Bananas per kg,Euro,1.404
National Average Price,2017 June,Tomatoes per kg,Euro,3.051
National Average Price,2017 June,Onions per kg,Euro,1.044
National Average Price,2017 June,Broccoli per kg,Euro,2.978
National Average Price,2017 June,Carrots per kg,Euro,1.192
National Average Price,2017 June,Mushrooms per kg,Euro,3.942
National Average Price,2017 June,Tomatoes tinned per 400g,Euro,0.897
National Average Price,2017 June,Potatoes 2.5 kg,Euro,3.109
National Average Price,2017 June,Potatoes 7.5 kg,Euro,5.727
National Average Price,2017 June,Potatoes 10 kg,Euro,
National Average Price,2017 June,White granulated sugar per 1 kg,Euro,1.299
National Average Price,2017 June,Jam per lb,Euro,1.32
National Average Price,2017 June,Marmalade per lb,Euro,1.784
National Average Price,2017 June,Tea bags per 80,Euro,2.716
National Average Price,2017 June,Orange juice per litre,Euro,1.454
National Average Price,2017 June,Whiskey - take home (70cl bottle),Euro,25.099
National Average Price,2017 June,Brandy - take home (70cl bottle),Euro,31.507
National Average Price,2017 June,Vodka - take home (70cl bottle),Euro,19.691
National Average Price,2017 June,Cream liqueur - take home (70cl bottle),Euro,16.036
National Average Price,2017 June,Wine - take home (75cl bottle),Euro,
National Average Price,2017 June,Cider - take home (50cl can),Euro,2.07
National Average Price,2017 June,Sherry - take home (75cl bottle),Euro,
National Average Price,2017 June,Lager - take home (50cl can),Euro,1.991
National Average Price,2017 June,Stout - take home (50cl can),Euro,2.293
National Average Price,2017 June,Filtered cigarettes per 20 pk,Euro,11.366
National Average Price,2017 June,Stout - draught bar (1 pint),Euro,4.439
National Average Price,2017 June,Lager - draught bar (1 pint),Euro,4.829
National Average Price,2017 June,Lager - bar (33cl bottle),Euro,4.735
National Average Price,2017 June,Cider - draught bar (1 pint),Euro,4.904
National Average Price,2017 June,Ale - draught bar (1 pint),Euro,4.498
National Average Price,2017 June,Cider - bar (33cl bottle),Euro,4.896
National Average Price,2017 June,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.433
National Average Price,2017 June,Whiskey - bar (single) per ½ glass,Euro,4.259
National Average Price,2017 June,Brandy - bar (single) per ½ glass,Euro,4.716
National Average Price,2017 June,Vodka - bar (single) per ½ glass,Euro,4.3
National Average Price,2017 June,Wine - bar (187ml bottle),Euro,
National Average Price,2017 June,Diesel per litre,Euro,1.221
National Average Price,2017 June,Petrol - unleaded per litre,Euro,1.342
National Average Price,2017 June,Cinema fee,Euro,9.422
National Average Price,2017 June,Nightclubs fee,Euro,9.05
National Average Price,2017 June,Gent's dry cut fee,Euro,12.04
National Average Price,2017 June,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2017 June,"Ladies' wash, cut and blow dry fee",Euro,38.936
National Average Price,2017 July,"White, self raising flour per 2 kg",Euro,2.401
National Average Price,2017 July,"Brown, wholemeal flour per 2 kg",Euro,2.925
National Average Price,2017 July,"Bread, white sliced pan, large (800g)",Euro,1.264
National Average Price,2017 July,"Bread, brown sliced pan, large (800g)",Euro,1.389
National Average Price,2017 July,Spaghetti per 500g,Euro,1.089
National Average Price,2017 July,Sirloin steak per kg,Euro,14.613
National Average Price,2017 July,Striploin steak per kg,Euro,22.799
National Average Price,2017 July,Roast beef - topside or rib per kg,Euro,13.928
National Average Price,2017 July,Sliced / diced beef pieces per kg,Euro,10.685
National Average Price,2017 July,Pork loin chops per kg,Euro,7.758
National Average Price,2017 July,Pork steak per kg,Euro,9.334
National Average Price,2017 July,Lamb - whole leg / half leg per kg,Euro,11.741
National Average Price,2017 July,Lamb loin chops per kg,Euro,17.826
National Average Price,2017 July,Lamb gigot chops per kg,Euro,
National Average Price,2017 July,Uncooked chicken medium size 1.6kg,Euro,4.771
National Average Price,2017 July,Lamb's liver per kg,Euro,5.744
National Average Price,2017 July,Ham fillet per kg,Euro,5.737
National Average Price,2017 July,Cooked ham per kg,Euro,17.922
National Average Price,2017 July,Best back rashers per kg,Euro,9.709
National Average Price,2017 July,Pork sausages per kg,Euro,6.043
National Average Price,2017 July,Fresh fillet of whiting per kg,Euro,
National Average Price,2017 July,Fresh fillet of cod per kg,Euro,14.327
National Average Price,2017 July,Fresh salmon per kg,Euro,20.524
National Average Price,2017 July,Fresh fillet of plaice per kg,Euro,
National Average Price,2017 July,Fresh hake per kg,Euro,14.3
National Average Price,2017 July,Smoked salmon per kg,Euro,30.085
National Average Price,2017 July,Full fat milk per 2 litre,Euro,1.694
National Average Price,2017 July,Low fat milk per 1 litre,Euro,1.045
National Average Price,2017 July,Irish cheddar per kg,Euro,9.979
National Average Price,2017 July,Large eggs per half dozen,Euro,1.749
National Average Price,2017 July,Medium eggs per half dozen,Euro,1.44
National Average Price,2017 July,Butter per lb,Euro,2.891
National Average Price,2017 July,Grapes per kg,Euro,4.95
National Average Price,2017 July,Bananas per kg,Euro,1.406
National Average Price,2017 July,Tomatoes per kg,Euro,3.05
National Average Price,2017 July,Onions per kg,Euro,1.043
National Average Price,2017 July,Broccoli per kg,Euro,2.894
National Average Price,2017 July,Carrots per kg,Euro,1.269
National Average Price,2017 July,Mushrooms per kg,Euro,3.769
National Average Price,2017 July,Tomatoes tinned per 400g,Euro,0.908
National Average Price,2017 July,Potatoes 2.5 kg,Euro,3.271
National Average Price,2017 July,Potatoes 7.5 kg,Euro,5.754
National Average Price,2017 July,Potatoes 10 kg,Euro,
National Average Price,2017 July,White granulated sugar per 1 kg,Euro,1.304
National Average Price,2017 July,Jam per lb,Euro,1.289
National Average Price,2017 July,Marmalade per lb,Euro,1.873
National Average Price,2017 July,Tea bags per 80,Euro,2.697
National Average Price,2017 July,Orange juice per litre,Euro,1.456
National Average Price,2017 July,Whiskey - take home (70cl bottle),Euro,26.056
National Average Price,2017 July,Brandy - take home (70cl bottle),Euro,29.614
National Average Price,2017 July,Vodka - take home (70cl bottle),Euro,19.57
National Average Price,2017 July,Cream liqueur - take home (70cl bottle),Euro,16.153
National Average Price,2017 July,Wine - take home (75cl bottle),Euro,
National Average Price,2017 July,Cider - take home (50cl can),Euro,2.065
National Average Price,2017 July,Sherry - take home (75cl bottle),Euro,
National Average Price,2017 July,Lager - take home (50cl can),Euro,1.997
National Average Price,2017 July,Stout - take home (50cl can),Euro,2.295
National Average Price,2017 July,Filtered cigarettes per 20 pk,Euro,11.364
National Average Price,2017 July,Stout - draught bar (1 pint),Euro,4.463
National Average Price,2017 July,Lager - draught bar (1 pint),Euro,4.852
National Average Price,2017 July,Lager - bar (33cl bottle),Euro,4.756
National Average Price,2017 July,Cider - draught bar (1 pint),Euro,4.927
National Average Price,2017 July,Ale - draught bar (1 pint),Euro,4.518
National Average Price,2017 July,Cider - bar (33cl bottle),Euro,4.918
National Average Price,2017 July,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.443
National Average Price,2017 July,Whiskey - bar (single) per ½ glass,Euro,4.276
National Average Price,2017 July,Brandy - bar (single) per ½ glass,Euro,4.734
National Average Price,2017 July,Vodka - bar (single) per ½ glass,Euro,4.314
National Average Price,2017 July,Wine - bar (187ml bottle),Euro,
National Average Price,2017 July,Diesel per litre,Euro,1.196
National Average Price,2017 July,Petrol - unleaded per litre,Euro,1.32
National Average Price,2017 July,Cinema fee,Euro,9.447
National Average Price,2017 July,Nightclubs fee,Euro,9.152
National Average Price,2017 July,Gent's dry cut fee,Euro,12.032
National Average Price,2017 July,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2017 July,"Ladies' wash, cut and blow dry fee",Euro,38.936
National Average Price,2017 August,"White, self raising flour per 2 kg",Euro,2.386
National Average Price,2017 August,"Brown, wholemeal flour per 2 kg",Euro,2.912
National Average Price,2017 August,"Bread, white sliced pan, large (800g)",Euro,1.271
National Average Price,2017 August,"Bread, brown sliced pan, large (800g)",Euro,1.394
National Average Price,2017 August,Spaghetti per 500g,Euro,1.106
National Average Price,2017 August,Sirloin steak per kg,Euro,15.298
National Average Price,2017 August,Striploin steak per kg,Euro,21.711
National Average Price,2017 August,Roast beef - topside or rib per kg,Euro,13.554
National Average Price,2017 August,Sliced / diced beef pieces per kg,Euro,10.757
National Average Price,2017 August,Pork loin chops per kg,Euro,7.701
National Average Price,2017 August,Pork steak per kg,Euro,9.048
National Average Price,2017 August,Lamb - whole leg / half leg per kg,Euro,11.87
National Average Price,2017 August,Lamb loin chops per kg,Euro,17.63
National Average Price,2017 August,Lamb gigot chops per kg,Euro,
National Average Price,2017 August,Uncooked chicken medium size 1.6kg,Euro,4.813
National Average Price,2017 August,Lamb's liver per kg,Euro,5.753
National Average Price,2017 August,Ham fillet per kg,Euro,5.699
National Average Price,2017 August,Cooked ham per kg,Euro,17.814
National Average Price,2017 August,Best back rashers per kg,Euro,9.906
National Average Price,2017 August,Pork sausages per kg,Euro,6.077
National Average Price,2017 August,Fresh fillet of whiting per kg,Euro,
National Average Price,2017 August,Fresh fillet of cod per kg,Euro,16.932
National Average Price,2017 August,Fresh salmon per kg,Euro,19.909
National Average Price,2017 August,Fresh fillet of plaice per kg,Euro,
National Average Price,2017 August,Fresh hake per kg,Euro,13.959
National Average Price,2017 August,Smoked salmon per kg,Euro,29.988
National Average Price,2017 August,Full fat milk per 2 litre,Euro,1.695
National Average Price,2017 August,Low fat milk per 1 litre,Euro,1.049
National Average Price,2017 August,Irish cheddar per kg,Euro,10.284
National Average Price,2017 August,Large eggs per half dozen,Euro,1.756
National Average Price,2017 August,Medium eggs per half dozen,Euro,1.442
National Average Price,2017 August,Butter per lb,Euro,2.95
National Average Price,2017 August,Grapes per kg,Euro,4.94
National Average Price,2017 August,Bananas per kg,Euro,1.411
National Average Price,2017 August,Tomatoes per kg,Euro,3.106
National Average Price,2017 August,Onions per kg,Euro,1.077
National Average Price,2017 August,Broccoli per kg,Euro,2.886
National Average Price,2017 August,Carrots per kg,Euro,1.291
National Average Price,2017 August,Mushrooms per kg,Euro,3.951
National Average Price,2017 August,Tomatoes tinned per 400g,Euro,0.873
National Average Price,2017 August,Potatoes 2.5 kg,Euro,3.371
National Average Price,2017 August,Potatoes 7.5 kg,Euro,5.944
National Average Price,2017 August,Potatoes 10 kg,Euro,
National Average Price,2017 August,White granulated sugar per 1 kg,Euro,1.308
National Average Price,2017 August,Jam per lb,Euro,1.279
National Average Price,2017 August,Marmalade per lb,Euro,1.817
National Average Price,2017 August,Tea bags per 80,Euro,2.691
National Average Price,2017 August,Orange juice per litre,Euro,1.431
National Average Price,2017 August,Whiskey - take home (70cl bottle),Euro,25.344
National Average Price,2017 August,Brandy - take home (70cl bottle),Euro,31.146
National Average Price,2017 August,Vodka - take home (70cl bottle),Euro,19.027
National Average Price,2017 August,Cream liqueur - take home (70cl bottle),Euro,16.429
National Average Price,2017 August,Wine - take home (75cl bottle),Euro,
National Average Price,2017 August,Cider - take home (50cl can),Euro,2.055
National Average Price,2017 August,Sherry - take home (75cl bottle),Euro,
National Average Price,2017 August,Lager - take home (50cl can),Euro,1.986
National Average Price,2017 August,Stout - take home (50cl can),Euro,2.294
National Average Price,2017 August,Filtered cigarettes per 20 pk,Euro,11.365
National Average Price,2017 August,Stout - draught bar (1 pint),Euro,4.479
National Average Price,2017 August,Lager - draught bar (1 pint),Euro,4.863
National Average Price,2017 August,Lager - bar (33cl bottle),Euro,4.782
National Average Price,2017 August,Cider - draught bar (1 pint),Euro,4.943
National Average Price,2017 August,Ale - draught bar (1 pint),Euro,4.536
National Average Price,2017 August,Cider - bar (33cl bottle),Euro,4.923
National Average Price,2017 August,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.455
National Average Price,2017 August,Whiskey - bar (single) per ½ glass,Euro,4.292
National Average Price,2017 August,Brandy - bar (single) per ½ glass,Euro,4.75
National Average Price,2017 August,Vodka - bar (single) per ½ glass,Euro,4.328
National Average Price,2017 August,Wine - bar (187ml bottle),Euro,
National Average Price,2017 August,Diesel per litre,Euro,1.198
National Average Price,2017 August,Petrol - unleaded per litre,Euro,1.32
National Average Price,2017 August,Cinema fee,Euro,9.461
National Average Price,2017 August,Nightclubs fee,Euro,9.156
National Average Price,2017 August,Gent's dry cut fee,Euro,12.059
National Average Price,2017 August,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2017 August,"Ladies' wash, cut and blow dry fee",Euro,39.025
National Average Price,2017 September,"White, self raising flour per 2 kg",Euro,2.217
National Average Price,2017 September,"Brown, wholemeal flour per 2 kg",Euro,2.923
National Average Price,2017 September,"Bread, white sliced pan, large (800g)",Euro,1.269
National Average Price,2017 September,"Bread, brown sliced pan, large (800g)",Euro,1.405
National Average Price,2017 September,Spaghetti per 500g,Euro,1.054
National Average Price,2017 September,Sirloin steak per kg,Euro,16.369
National Average Price,2017 September,Striploin steak per kg,Euro,22.931
National Average Price,2017 September,Roast beef - topside or rib per kg,Euro,13.716
National Average Price,2017 September,Sliced / diced beef pieces per kg,Euro,10.429
National Average Price,2017 September,Pork loin chops per kg,Euro,7.548
National Average Price,2017 September,Pork steak per kg,Euro,8.943
National Average Price,2017 September,Lamb - whole leg / half leg per kg,Euro,10.731
National Average Price,2017 September,Lamb loin chops per kg,Euro,18.656
National Average Price,2017 September,Lamb gigot chops per kg,Euro,
National Average Price,2017 September,Uncooked chicken medium size 1.6kg,Euro,4.746
National Average Price,2017 September,Lamb's liver per kg,Euro,5.729
National Average Price,2017 September,Ham fillet per kg,Euro,5.685
National Average Price,2017 September,Cooked ham per kg,Euro,17.751
National Average Price,2017 September,Best back rashers per kg,Euro,10.002
National Average Price,2017 September,Pork sausages per kg,Euro,6.06
National Average Price,2017 September,Fresh fillet of whiting per kg,Euro,
National Average Price,2017 September,Fresh fillet of cod per kg,Euro,16.71
National Average Price,2017 September,Fresh salmon per kg,Euro,21.129
National Average Price,2017 September,Fresh fillet of plaice per kg,Euro,
National Average Price,2017 September,Fresh hake per kg,Euro,13.866
National Average Price,2017 September,Smoked salmon per kg,Euro,30.011
National Average Price,2017 September,Full fat milk per 2 litre,Euro,1.692
National Average Price,2017 September,Low fat milk per 1 litre,Euro,1.047
National Average Price,2017 September,Irish cheddar per kg,Euro,9.564
National Average Price,2017 September,Large eggs per half dozen,Euro,1.747
National Average Price,2017 September,Medium eggs per half dozen,Euro,1.445
National Average Price,2017 September,Butter per lb,Euro,2.916
National Average Price,2017 September,Grapes per kg,Euro,5.008
National Average Price,2017 September,Bananas per kg,Euro,1.412
National Average Price,2017 September,Tomatoes per kg,Euro,3.108
National Average Price,2017 September,Onions per kg,Euro,1.079
National Average Price,2017 September,Broccoli per kg,Euro,2.627
National Average Price,2017 September,Carrots per kg,Euro,1.153
National Average Price,2017 September,Mushrooms per kg,Euro,3.96
National Average Price,2017 September,Tomatoes tinned per 400g,Euro,0.881
National Average Price,2017 September,Potatoes 2.5 kg,Euro,3.278
National Average Price,2017 September,Potatoes 7.5 kg,Euro,5.97
National Average Price,2017 September,Potatoes 10 kg,Euro,
National Average Price,2017 September,White granulated sugar per 1 kg,Euro,1.307
National Average Price,2017 September,Jam per lb,Euro,1.253
National Average Price,2017 September,Marmalade per lb,Euro,1.92
National Average Price,2017 September,Tea bags per 80,Euro,2.67
National Average Price,2017 September,Orange juice per litre,Euro,1.441
National Average Price,2017 September,Whiskey - take home (70cl bottle),Euro,26.027
National Average Price,2017 September,Brandy - take home (70cl bottle),Euro,31.356
National Average Price,2017 September,Vodka - take home (70cl bottle),Euro,19.349
National Average Price,2017 September,Cream liqueur - take home (70cl bottle),Euro,16.961
National Average Price,2017 September,Wine - take home (75cl bottle),Euro,
National Average Price,2017 September,Cider - take home (50cl can),Euro,2.058
National Average Price,2017 September,Sherry - take home (75cl bottle),Euro,
National Average Price,2017 September,Lager - take home (50cl can),Euro,1.991
National Average Price,2017 September,Stout - take home (50cl can),Euro,2.262
National Average Price,2017 September,Filtered cigarettes per 20 pk,Euro,11.361
National Average Price,2017 September,Stout - draught bar (1 pint),Euro,4.478
National Average Price,2017 September,Lager - draught bar (1 pint),Euro,4.861
National Average Price,2017 September,Lager - bar (33cl bottle),Euro,4.781
National Average Price,2017 September,Cider - draught bar (1 pint),Euro,4.95
National Average Price,2017 September,Ale - draught bar (1 pint),Euro,4.537
National Average Price,2017 September,Cider - bar (33cl bottle),Euro,4.925
National Average Price,2017 September,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.462
National Average Price,2017 September,Whiskey - bar (single) per ½ glass,Euro,4.293
National Average Price,2017 September,Brandy - bar (single) per ½ glass,Euro,4.755
National Average Price,2017 September,Vodka - bar (single) per ½ glass,Euro,4.327
National Average Price,2017 September,Wine - bar (187ml bottle),Euro,
National Average Price,2017 September,Diesel per litre,Euro,1.224
National Average Price,2017 September,Petrol - unleaded per litre,Euro,1.352
National Average Price,2017 September,Cinema fee,Euro,9.517
National Average Price,2017 September,Nightclubs fee,Euro,9.143
National Average Price,2017 September,Gent's dry cut fee,Euro,12.098
National Average Price,2017 September,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2017 September,"Ladies' wash, cut and blow dry fee",Euro,39.171
National Average Price,2017 October,"White, self raising flour per 2 kg",Euro,2.195
National Average Price,2017 October,"Brown, wholemeal flour per 2 kg",Euro,2.874
National Average Price,2017 October,"Bread, white sliced pan, large (800g)",Euro,1.278
National Average Price,2017 October,"Bread, brown sliced pan, large (800g)",Euro,1.409
National Average Price,2017 October,Spaghetti per 500g,Euro,1.119
National Average Price,2017 October,Sirloin steak per kg,Euro,15.565
National Average Price,2017 October,Striploin steak per kg,Euro,22.696
National Average Price,2017 October,Roast beef - topside or rib per kg,Euro,13.659
National Average Price,2017 October,Sliced / diced beef pieces per kg,Euro,10.844
National Average Price,2017 October,Pork loin chops per kg,Euro,8.089
National Average Price,2017 October,Pork steak per kg,Euro,8.774
National Average Price,2017 October,Lamb - whole leg / half leg per kg,Euro,11.817
National Average Price,2017 October,Lamb loin chops per kg,Euro,16.383
National Average Price,2017 October,Lamb gigot chops per kg,Euro,
National Average Price,2017 October,Uncooked chicken medium size 1.6kg,Euro,4.816
National Average Price,2017 October,Lamb's liver per kg,Euro,5.845
National Average Price,2017 October,Ham fillet per kg,Euro,5.733
National Average Price,2017 October,Cooked ham per kg,Euro,18.605
National Average Price,2017 October,Best back rashers per kg,Euro,10.089
National Average Price,2017 October,Pork sausages per kg,Euro,6.062
National Average Price,2017 October,Fresh fillet of whiting per kg,Euro,
National Average Price,2017 October,Fresh fillet of cod per kg,Euro,17.18
National Average Price,2017 October,Fresh salmon per kg,Euro,19.46
National Average Price,2017 October,Fresh fillet of plaice per kg,Euro,
National Average Price,2017 October,Fresh hake per kg,Euro,13.881
National Average Price,2017 October,Smoked salmon per kg,Euro,29.253
National Average Price,2017 October,Full fat milk per 2 litre,Euro,1.689
National Average Price,2017 October,Low fat milk per 1 litre,Euro,1.048
National Average Price,2017 October,Irish cheddar per kg,Euro,9.828
National Average Price,2017 October,Large eggs per half dozen,Euro,1.725
National Average Price,2017 October,Medium eggs per half dozen,Euro,1.444
National Average Price,2017 October,Butter per lb,Euro,2.967
National Average Price,2017 October,Grapes per kg,Euro,5.009
National Average Price,2017 October,Bananas per kg,Euro,1.411
National Average Price,2017 October,Tomatoes per kg,Euro,3.092
National Average Price,2017 October,Onions per kg,Euro,1.066
National Average Price,2017 October,Broccoli per kg,Euro,2.681
National Average Price,2017 October,Carrots per kg,Euro,1.288
National Average Price,2017 October,Mushrooms per kg,Euro,3.94
National Average Price,2017 October,Tomatoes tinned per 400g,Euro,0.92
National Average Price,2017 October,Potatoes 2.5 kg,Euro,3.201
National Average Price,2017 October,Potatoes 7.5 kg,Euro,5.782
National Average Price,2017 October,Potatoes 10 kg,Euro,
National Average Price,2017 October,White granulated sugar per 1 kg,Euro,1.305
National Average Price,2017 October,Jam per lb,Euro,1.257
National Average Price,2017 October,Marmalade per lb,Euro,1.967
National Average Price,2017 October,Tea bags per 80,Euro,2.787
National Average Price,2017 October,Orange juice per litre,Euro,1.439
National Average Price,2017 October,Whiskey - take home (70cl bottle),Euro,23.813
National Average Price,2017 October,Brandy - take home (70cl bottle),Euro,31.427
National Average Price,2017 October,Vodka - take home (70cl bottle),Euro,19.4
National Average Price,2017 October,Cream liqueur - take home (70cl bottle),Euro,16.38
National Average Price,2017 October,Wine - take home (75cl bottle),Euro,
National Average Price,2017 October,Cider - take home (50cl can),Euro,2.078
National Average Price,2017 October,Sherry - take home (75cl bottle),Euro,
National Average Price,2017 October,Lager - take home (50cl can),Euro,2.012
National Average Price,2017 October,Stout - take home (50cl can),Euro,2.268
National Average Price,2017 October,Filtered cigarettes per 20 pk,Euro,11.611
National Average Price,2017 October,Stout - draught bar (1 pint),Euro,4.488
National Average Price,2017 October,Lager - draught bar (1 pint),Euro,4.872
National Average Price,2017 October,Lager - bar (33cl bottle),Euro,4.799
National Average Price,2017 October,Cider - draught bar (1 pint),Euro,4.949
National Average Price,2017 October,Ale - draught bar (1 pint),Euro,4.54
National Average Price,2017 October,Cider - bar (33cl bottle),Euro,4.936
National Average Price,2017 October,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.487
National Average Price,2017 October,Whiskey - bar (single) per ½ glass,Euro,4.295
National Average Price,2017 October,Brandy - bar (single) per ½ glass,Euro,4.763
National Average Price,2017 October,Vodka - bar (single) per ½ glass,Euro,4.329
National Average Price,2017 October,Wine - bar (187ml bottle),Euro,
National Average Price,2017 October,Diesel per litre,Euro,1.234
National Average Price,2017 October,Petrol - unleaded per litre,Euro,1.35
National Average Price,2017 October,Cinema fee,Euro,9.508
National Average Price,2017 October,Nightclubs fee,Euro,9.171
National Average Price,2017 October,Gent's dry cut fee,Euro,12.399
National Average Price,2017 October,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2017 October,"Ladies' wash, cut and blow dry fee",Euro,39.174
National Average Price,2017 November,"White, self raising flour per 2 kg",Euro,2.164
National Average Price,2017 November,"Brown, wholemeal flour per 2 kg",Euro,2.834
National Average Price,2017 November,"Bread, white sliced pan, large (800g)",Euro,1.257
National Average Price,2017 November,"Bread, brown sliced pan, large (800g)",Euro,1.408
National Average Price,2017 November,Spaghetti per 500g,Euro,1.125
National Average Price,2017 November,Sirloin steak per kg,Euro,16.018
National Average Price,2017 November,Striploin steak per kg,Euro,21.069
National Average Price,2017 November,Roast beef - topside or rib per kg,Euro,13.27
National Average Price,2017 November,Sliced / diced beef pieces per kg,Euro,10.873
National Average Price,2017 November,Pork loin chops per kg,Euro,7.747
National Average Price,2017 November,Pork steak per kg,Euro,9.205
National Average Price,2017 November,Lamb - whole leg / half leg per kg,Euro,12.32
National Average Price,2017 November,Lamb loin chops per kg,Euro,17.303
National Average Price,2017 November,Lamb gigot chops per kg,Euro,
National Average Price,2017 November,Uncooked chicken medium size 1.6kg,Euro,4.766
National Average Price,2017 November,Lamb's liver per kg,Euro,5.864
National Average Price,2017 November,Ham fillet per kg,Euro,5.645
National Average Price,2017 November,Cooked ham per kg,Euro,17.778
National Average Price,2017 November,Best back rashers per kg,Euro,9.929
National Average Price,2017 November,Pork sausages per kg,Euro,6.084
National Average Price,2017 November,Fresh fillet of whiting per kg,Euro,
National Average Price,2017 November,Fresh fillet of cod per kg,Euro,15.688
National Average Price,2017 November,Fresh salmon per kg,Euro,20.582
National Average Price,2017 November,Fresh fillet of plaice per kg,Euro,
National Average Price,2017 November,Fresh hake per kg,Euro,15.725
National Average Price,2017 November,Smoked salmon per kg,Euro,29.051
National Average Price,2017 November,Full fat milk per 2 litre,Euro,1.698
National Average Price,2017 November,Low fat milk per 1 litre,Euro,1.034
National Average Price,2017 November,Irish cheddar per kg,Euro,9.349
National Average Price,2017 November,Large eggs per half dozen,Euro,1.739
National Average Price,2017 November,Medium eggs per half dozen,Euro,1.429
National Average Price,2017 November,Butter per lb,Euro,2.921
National Average Price,2017 November,Grapes per kg,Euro,4.997
National Average Price,2017 November,Bananas per kg,Euro,1.412
National Average Price,2017 November,Tomatoes per kg,Euro,3.148
National Average Price,2017 November,Onions per kg,Euro,1.064
National Average Price,2017 November,Broccoli per kg,Euro,2.801
National Average Price,2017 November,Carrots per kg,Euro,1.234
National Average Price,2017 November,Mushrooms per kg,Euro,3.894
National Average Price,2017 November,Tomatoes tinned per 400g,Euro,0.898
National Average Price,2017 November,Potatoes 2.5 kg,Euro,3.157
National Average Price,2017 November,Potatoes 7.5 kg,Euro,5.682
National Average Price,2017 November,Potatoes 10 kg,Euro,
